House Size (Acres),Number of Bedrooms,Number of Bathrooms,Year Built,Distance from City Center (km),Price (Lakhs to Crores)
0.67,4,4,1953,14.51,868.55
2.76,2,2,1956,49.74,831.64
2.79,4,2,1987,25.95,104.12
2.16,2,3,2014,12.43,339.91
3.04,5,1,1993,15.35,49.77
3.21,3,2,2019,24.27,435.38
1.43,6,1,1997,33.66,936.06
1.05,5,3,2016,24.91,410.58
3.12,6,3,1954,32.93,947.11
2.47,1,2,2004,38.94,713.93
0.14,1,1,2019,11.57,351.08
4.21,6,1,2002,36.08,427.42
3.58,3,4,1954,38.06,25.74
4.85,4,1,1954,7.9,827.17
1.94,5,2,2020,15.51,662.4
0.79,4,4,2015,11.93,692.02
0.26,6,2,1979,37.79,761.84
2.77,1,4,1991,7.55,492.12
1.37,5,1,2011,38.19,56.57
1.46,2,3,1965,1.82,294.12
2.99,2,4,2012,35.19,255.4
4.52,3,2,2006,47.76,911.95
3.47,1,4,1953,35.87,976.4
3.14,2,2,2003,4.24,828.93
0.98,1,1,1968,19.79,446.07
2.55,6,1,1991,8.6,173.1
1.21,2,4,2017,24.96,592.01
4.58,3,4,1985,34.27,179.2
3.8,1,3,1980,43.65,545.61
3.95,6,1,2002,4.37,726.6
4.29,5,1,1954,5.61,667.54
3.1,6,1,1965,49.11,112.16
3.5,4,3,1960,40.72,230.48
1.97,2,4,2008,14.41,546.13
1.4,3,4,2002,28.55,684.05
2.24,6,4,2020,39.97,856.24
1.19,4,4,1997,1.19,358.61
3.1,1,3,1966,41.72,100.25
1.31,5,3,2003,15.95,756.84
1.49,5,3,1956,16.11,880.21
4.01,6,4,2015,28.65,328.42
3.38,2,2,1974,48.04,313.62
0.37,1,1,1992,34.21,330.92
0.16,4,2,1956,38.75,633.31
2.01,1,1,2006,3.15,766.62
3.67,4,3,1951,23.15,908.96
1.53,3,3,1995,46.46,497.18
1.04,3,4,1990,40.96,669.53
3.95,5,3,1994,18.76,393.11
0.44,2,1,1959,48.99,563.51
0.35,1,4,1968,39.18,684.67
4.41,2,3,1978,26.68,348.52
2.06,2,3,1978,15.44,150.14
2.84,1,1,1996,40.73,890.78
2.11,4,2,1956,48.29,624.95
3.28,3,1,2016,30.75,528.37
2.78,3,2,1959,40.62,285.03
2.01,2,4,2014,19.42,844.45
4.64,1,4,1993,39.53,362.08
4.85,5,3,1960,48.11,154.02
2.59,2,2,1957,24.2,733.58
3.24,6,1,1985,41.45,138.37
3.41,3,4,2011,23.44,856.06
4.67,2,2,2003,24.94,184.35
1.5,3,4,1961,22.23,550.53
4.64,1,2,2002,40.73,648.28
3.22,3,3,1958,33.07,380.31
0.95,1,1,1961,35.02,866.39
4.36,2,1,2021,35.32,411.83
0.42,3,3,1960,23.52,463.99
0.46,6,4,1983,22.61,261.14
1.9,3,3,1973,1.41,250.35
4.55,1,2,1992,29.35,802.76
4.65,5,1,1975,1.11,516.75
1.47,4,3,1950,32.91,288.03
0.29,3,3,2012,13.4,290.76
1.58,5,4,2003,19.18,784.57
3.02,4,1,1994,20.05,842.15
3.02,4,1,2017,6.54,255.3
2.39,5,4,1986,33.97,580.83
4.51,6,2,1990,48.25,186.26
2.41,4,1,1992,2.78,554.75
2.72,5,3,2010,16.11,332.15
2.98,4,3,1975,2.7,817.97
1.88,2,2,2011,22.24,860.98
4.0,3,1,1984,3.71,718.06
0.51,2,1,1987,26.56,623.63
4.62,4,1,1959,28.21,943.21
4.38,3,3,2007,43.32,117.13
1.4,1,4,2020,26.76,478.86
0.97,3,1,1958,24.03,600.41
0.16,5,3,1985,4.61,743.63
1.86,5,2,2004,47.95,713.94
2.4,1,4,1997,30.65,956.07
0.8,5,3,1984,17.64,408.14
1.58,1,3,1959,44.31,988.82
1.35,4,3,1964,44.58,596.72
2.24,2,1,2004,16.3,155.61
2.98,2,4,1957,9.02,296.33
2.89,4,2,2003,28.79,52.77
2.01,6,3,1972,6.06,902.88
0.7,1,4,1998,37.51,824.76
1.77,1,4,1966,39.84,669.24
0.98,1,3,1962,47.4,109.73
4.99,5,4,2001,24.46,421.19
0.76,1,1,1967,46.31,54.98
4.23,2,2,1983,14.2,860.36
1.35,4,4,2002,4.64,899.29
4.38,1,3,2019,18.39,554.53
0.58,6,2,1965,27.84,107.25
1.35,5,1,2011,12.26,89.12
1.91,4,1,1984,12.09,331.12
3.09,1,4,2018,29.74,202.72
4.39,6,2,1956,33.1,423.15
3.43,6,4,2019,18.79,502.06
2.28,4,2,2019,40.12,644.71
1.55,5,1,1997,34.55,335.24
2.77,4,2,1959,27.32,431.94
3.9,6,4,2003,43.51,376.65
3.13,5,4,1976,42.19,733.22
0.75,3,2,2004,34.84,566.1
3.88,3,1,2014,16.15,43.32
3.0,1,1,2022,19.68,599.34
4.74,4,1,1956,12.84,854.19
4.29,1,3,1950,30.46,414.63
1.85,6,4,1989,11.22,265.1
3.29,6,4,2000,26.08,52.28
2.97,1,1,1975,8.73,244.97
3.29,1,3,2010,21.38,367.57
4.25,2,3,1950,17.92,744.73
0.42,4,4,1982,29.72,818.64
0.22,2,3,1996,2.33,541.69
2.33,6,4,1979,2.09,810.89
1.24,2,3,2020,45.53,138.05
2.17,4,4,1970,33.07,161.13
3.36,3,3,1952,49.38,108.45
3.46,3,3,1999,13.76,760.7
0.22,6,1,1982,10.92,616.23
0.67,1,4,2003,13.22,632.19
0.61,1,3,1984,39.61,556.58
3.42,5,4,1969,39.28,493.23
2.26,6,4,1999,10.1,567.14
3.84,3,4,1992,49.4,586.72
2.96,6,1,1968,3.19,514.77
4.71,4,4,2003,12.1,359.26
4.45,2,1,1981,22.81,446.19
1.24,3,2,1989,3.55,454.55
4.62,4,2,2000,24.54,716.61
0.91,5,4,1999,10.13,459.16
1.68,2,2,1998,18.92,880.35
0.49,3,4,1984,31.7,396.53
3.85,5,3,2014,37.56,939.61
4.41,2,3,1993,26.72,11.26
3.03,4,2,2013,48.96,207.57
4.57,2,4,1993,28.81,947.03
1.24,6,4,2013,21.86,584.52
3.94,4,2,2018,14.59,890.51
0.18,4,4,1991,19.66,123.6
0.39,2,4,1993,24.06,119.21
0.86,6,1,1994,41.87,138.65
1.19,4,2,1958,31.85,738.37
3.31,5,2,1957,7.89,575.78
0.66,6,1,1981,29.37,807.49
2.15,3,1,1985,6.36,637.43
3.52,4,1,1996,15.67,922.61
0.61,6,4,2021,26.47,316.02
2.9,2,4,2018,22.94,426.34
2.08,6,3,2003,45.28,180.83
1.93,1,4,2022,7.32,160.67
2.26,1,2,2016,22.32,342.89
2.67,1,3,2016,25.75,371.54
2.34,1,2,1997,18.99,143.91
3.2,5,1,1990,18.95,523.06
0.79,1,3,2021,9.56,984.59
0.27,1,3,1952,12.59,816.57
2.57,6,4,1958,30.5,83.89
0.84,5,2,1985,39.55,875.43
1.48,4,2,2013,36.92,938.34
1.38,3,2,2021,12.51,483.91
2.81,1,4,2010,25.28,679.51
1.37,6,4,1967,31.92,953.14
3.74,3,1,1991,7.93,740.24
4.89,6,1,1972,49.36,273.18
1.95,2,1,2005,6.18,664.5
2.59,5,3,1956,26.74,66.5
0.74,3,4,1992,44.66,634.92
1.59,3,1,2019,29.38,283.57
2.05,4,2,1959,46.84,662.92
3.03,5,4,1968,41.43,125.0
4.39,1,3,1975,49.47,776.37
1.9,4,2,2000,39.92,557.05
0.35,4,4,1990,35.55,515.96
3.44,1,4,1983,26.89,926.7
4.64,3,2,1960,28.08,805.81
2.42,5,4,2014,8.02,827.02
0.56,1,1,2001,7.94,926.54
3.94,6,3,1968,31.18,937.42
1.71,3,4,1984,20.06,120.43
4.63,2,3,1981,10.95,69.48
0.46,3,1,1954,43.28,356.64
3.64,6,4,1953,5.72,931.81
4.72,4,4,1980,38.2,587.55
0.72,2,2,2014,13.06,281.64
3.87,3,4,1978,42.02,377.17
1.93,5,3,2017,36.69,122.82
2.53,6,3,1986,13.36,793.17
0.88,2,3,2000,28.65,597.63
2.51,1,1,1953,6.53,784.99
4.16,1,3,2022,39.63,634.0
4.64,5,1,1971,5.85,358.17
3.21,1,4,1958,13.76,366.21
4.49,1,4,2022,29.1,902.95
1.99,4,3,1972,14.44,391.87
0.58,1,4,1995,15.09,791.61
0.83,3,2,1998,47.38,203.74
0.1,5,3,1973,41.69,80.25
1.6,3,4,1962,30.18,658.04
0.74,1,1,1965,35.69,900.82
0.63,3,3,2004,32.09,411.11
1.84,5,4,1992,24.85,245.69
3.05,6,4,2017,22.79,914.33
2.06,1,2,1997,7.12,533.96
4.82,1,1,2022,28.7,522.94
1.14,2,4,2005,10.96,239.19
0.26,5,1,2011,29.93,808.78
4.16,3,2,1982,24.04,577.87
4.68,3,1,1981,22.1,440.27
1.22,4,2,1968,29.35,734.01
3.15,2,4,1959,36.8,143.56
3.59,6,2,2014,7.16,899.6
3.27,3,2,1986,27.86,825.53
0.52,5,4,1975,37.86,395.49
1.29,5,1,1978,47.98,879.11
1.7,1,1,1998,18.39,855.37
0.45,3,1,2000,35.08,821.31
0.36,6,1,1988,11.75,57.2
0.87,4,4,1986,38.66,286.43
0.94,5,3,1982,7.46,981.73
2.39,6,3,1980,47.25,732.85
4.96,4,2,1982,38.9,32.77
1.17,2,4,1964,17.44,250.22
1.31,4,2,1993,39.1,123.61
1.7,4,1,2007,9.5,757.11
0.22,3,4,1966,43.0,285.41
3.81,6,3,1958,19.45,907.81
1.7,1,4,1990,29.47,573.2
3.46,4,2,1974,43.52,693.11
1.27,5,2,1956,13.74,332.76
3.4,2,2,1990,36.24,977.32
1.93,5,2,2004,14.72,282.37
1.04,2,1,1998,15.85,278.84
2.04,1,2,2002,27.86,214.03
0.78,3,2,1951,27.9,696.9
3.53,2,3,1954,40.88,559.06
4.98,1,1,2019,16.69,535.71
1.43,6,4,2022,49.43,275.23
2.76,5,3,1990,45.38,822.52
4.93,1,4,2004,12.94,873.11
1.25,1,3,1960,31.93,947.89
2.06,2,3,1991,15.57,751.36
2.81,3,2,1958,49.67,800.18
3.65,3,4,1982,35.27,904.01
1.23,2,4,2004,5.06,393.34
4.27,5,4,1950,16.57,700.48
4.31,1,4,1990,26.71,310.9
3.34,1,4,2012,2.65,83.32
4.11,1,3,1997,46.46,495.79
0.27,1,3,1973,11.62,818.28
0.78,3,3,1974,45.27,771.95
5.0,5,2,1996,25.27,810.4
2.83,1,3,2007,40.54,930.11
2.23,5,4,1976,44.84,502.33
3.04,5,1,1982,43.01,884.68
0.42,2,1,1992,49.22,567.35
1.42,5,3,1959,33.21,331.37
4.22,1,2,1992,26.32,167.84
3.36,1,2,2015,41.53,186.91
1.16,4,2,2022,32.56,67.48
4.85,3,1,2020,1.57,96.73
4.53,5,3,1965,4.83,28.79
2.89,3,3,1982,30.07,965.5
2.22,3,2,1995,43.5,221.66
4.81,6,3,2022,41.69,794.82
4.04,3,4,2010,14.27,957.85
4.75,2,4,1965,44.01,231.12
0.23,2,2,2008,8.58,183.5
3.91,2,2,1977,6.76,46.93
2.69,1,1,1989,13.53,580.4
4.4,1,1,2021,25.17,154.65
0.27,6,3,1956,3.2,269.9
2.71,1,2,2015,12.46,457.43
4.69,1,3,1958,47.36,735.1
1.66,6,1,1995,12.94,699.07
3.32,5,1,1967,15.8,965.74
0.77,1,1,2014,45.38,41.96
4.36,5,1,1990,49.57,701.54
1.97,4,4,1958,3.39,563.21
4.04,6,4,1950,27.39,158.34
0.39,4,1,2017,30.84,348.92
2.56,2,2,1957,23.19,716.87
0.2,1,3,1994,46.43,78.49
4.64,1,1,1971,21.8,754.42
0.43,1,1,2001,47.41,722.45
1.83,2,2,1987,15.57,545.25
1.22,1,3,1997,2.31,82.03
3.26,2,3,1988,15.42,285.62
3.88,2,1,2016,11.29,77.11
2.36,4,4,2010,28.62,730.2
3.59,2,3,2014,23.87,178.18
4.49,1,4,2021,14.1,345.52
4.76,5,3,1975,28.35,184.21
2.38,6,4,2014,10.55,433.45
0.44,3,2,1962,18.61,630.25
1.55,2,1,1992,8.94,678.84
1.71,4,4,1978,17.85,651.23
0.57,3,3,1971,32.1,969.76
3.37,5,1,1966,23.06,579.35
2.5,5,1,2014,23.83,982.92
4.08,4,2,1952,10.23,937.18
0.29,1,3,1975,22.43,373.5
3.09,5,4,2003,37.88,978.47
1.07,4,1,1979,13.82,643.61
3.43,1,3,1995,38.81,503.86
1.48,3,3,1981,10.02,74.38
3.93,2,4,1959,16.77,798.06
0.15,1,3,1979,2.98,678.77
4.89,6,4,1951,24.76,666.44
2.98,1,1,1973,13.54,906.82
4.98,2,1,1987,35.74,401.8
3.89,3,2,1951,11.18,351.75
2.62,6,1,2002,12.74,161.98
0.7,1,3,2021,8.44,928.57
4.79,6,3,1995,11.33,874.79
0.93,5,2,1994,32.03,593.97
4.68,6,3,1993,37.15,800.91
4.74,3,1,1992,5.8,284.53
0.8,2,2,2021,38.53,174.27
3.47,3,4,2002,32.79,880.64
1.31,6,2,1968,15.51,272.23
3.37,5,3,2008,33.53,376.79
3.79,6,1,2020,47.76,972.22
3.67,1,3,2015,39.52,839.38
2.71,2,1,1991,2.42,36.11
3.31,2,4,1980,46.18,185.85
4.64,6,1,2019,45.32,457.22
4.23,3,2,1953,42.3,183.2
1.18,4,4,1955,18.75,132.9
4.41,3,4,1951,10.13,661.86
1.98,5,1,2012,43.51,230.83
0.35,3,3,1976,7.14,926.96
2.65,6,4,1978,46.79,738.47
1.25,6,2,1983,24.82,681.36
1.08,1,2,2000,46.16,221.36
2.06,5,3,1964,3.25,707.18
1.82,6,1,2001,2.7,786.49
0.43,6,2,1981,5.36,722.91
0.64,2,2,1975,31.24,97.55
1.62,6,3,1967,37.09,12.69
0.56,3,1,2011,5.57,925.48
4.38,1,2,1995,13.29,488.52
1.55,1,2,1952,30.23,160.97
0.49,1,4,2017,27.85,689.33
0.52,6,2,2014,49.48,475.08
4.99,6,4,1995,3.71,683.05
1.47,1,1,1974,22.41,333.12
0.91,1,1,2013,48.63,450.48
1.8,6,1,1956,48.48,986.59
4.06,3,1,1958,2.84,730.84
0.52,1,3,1962,38.3,968.51
1.96,3,1,1956,11.49,840.91
2.04,3,4,1958,42.28,13.58
4.18,6,2,1983,24.51,713.51
4.51,5,4,2001,34.18,834.22
3.54,1,4,1995,42.21,303.36
2.18,2,1,1996,21.77,688.67
2.99,3,2,1954,19.76,676.16
2.92,6,2,1970,33.21,392.6
0.54,6,1,2003,35.81,351.05
2.12,1,2,2001,11.49,858.51
4.62,5,1,1980,12.68,388.1
3.88,2,1,1983,27.65,707.3
0.16,1,3,2003,48.24,445.41
1.86,5,4,1968,11.82,338.4
0.4,4,2,2015,41.38,306.8
2.5,4,1,2019,39.15,240.42
0.16,1,1,2022,43.89,67.87
3.28,4,3,1988,45.63,998.07
3.39,1,2,1950,41.82,364.87
2.4,5,3,1970,44.58,432.99
2.91,3,2,1966,13.46,563.08
1.1,1,1,1979,28.43,812.73
4.62,6,4,1963,24.85,110.51
4.67,3,3,2015,41.49,953.74
2.69,4,1,2012,34.53,320.13
3.13,2,1,1980,3.75,527.32
0.48,4,1,1975,27.12,483.5
3.5,2,3,1998,37.85,40.06
0.77,5,2,1999,20.3,450.09
0.75,5,3,1999,5.73,358.93
1.55,6,2,1964,44.35,806.15
1.3,2,3,1993,21.0,56.28
1.2,3,1,1960,4.71,769.95
0.25,3,3,1950,28.17,879.49
2.66,6,1,1969,36.56,108.44
4.67,2,2,1975,44.58,415.39
2.36,2,2,2019,27.95,657.97
0.4,2,1,1967,15.11,799.7
1.7,4,2,1962,45.21,599.04
0.59,2,4,1961,41.72,199.55
1.82,2,3,1964,37.78,681.3
1.42,6,1,2000,34.69,375.98
1.62,3,2,2017,36.62,308.17
2.6,1,3,1955,25.14,492.33
2.63,4,4,2012,37.08,696.38
2.6,1,2,2009,9.66,494.84
3.4,6,1,1955,20.23,917.2
2.8,2,4,1982,11.97,44.07
3.38,3,3,1996,6.15,210.76
1.24,3,1,2007,46.11,712.29
2.46,4,1,1970,17.04,929.0
1.77,2,1,1964,1.27,412.28
2.28,3,2,1963,18.4,854.61
3.22,2,3,1999,16.03,688.07
3.93,5,4,1996,30.14,317.21
0.44,2,4,2019,45.62,856.23
4.15,1,3,1953,45.12,846.68
2.88,6,2,1988,5.02,261.68
4.99,1,3,1988,25.21,113.41
4.58,3,4,2019,10.82,347.74
2.28,2,1,2020,12.85,632.28
1.34,2,2,2003,18.4,404.33
2.28,2,3,1987,49.08,35.98
3.88,3,4,2004,26.86,159.82
3.96,4,4,2003,8.86,990.85
4.76,1,2,1973,19.0,905.2
4.14,3,4,1984,12.14,345.65
1.15,3,3,1962,30.16,22.88
3.42,4,2,1957,27.24,160.86
1.23,1,2,1998,39.8,800.67
0.55,3,3,1988,1.97,285.96
4.61,2,2,1980,45.96,950.92
0.91,6,2,1956,35.69,35.5
2.85,1,2,2007,15.03,823.86
1.8,4,1,1988,22.8,806.53
4.28,1,3,1995,7.06,58.22
4.55,1,4,1961,41.13,875.92
3.83,6,3,2008,46.97,252.41
1.73,2,3,1979,37.45,950.66
3.19,3,3,2006,27.27,558.58
0.27,5,4,1975,3.82,924.19
3.56,6,3,2016,17.26,263.92
4.51,2,1,1999,24.06,974.01
4.76,2,2,1987,15.79,823.26
1.28,4,1,1997,47.65,161.87
0.54,2,2,1957,1.24,60.48
3.64,3,1,1997,41.63,132.43
3.92,3,3,2008,41.11,410.29
2.99,1,3,2017,3.09,868.85
3.78,4,3,1979,2.57,811.47
1.99,2,1,1967,29.5,711.67
2.34,5,4,1984,35.29,275.99
4.56,1,4,1973,1.25,52.32
3.4,5,3,1952,43.29,993.61
2.4,1,4,1999,36.13,77.79
1.14,2,2,1971,24.37,544.91
2.01,1,1,1998,37.74,619.9
4.3,5,2,1955,33.42,498.1
0.6,6,2,2011,25.54,698.73
2.27,5,3,1972,25.1,328.19
0.4,3,2,1970,2.9,209.71
1.95,3,4,2006,27.91,22.26
2.74,4,2,2019,29.11,387.83
3.51,2,4,1962,38.61,270.01
1.63,1,3,2009,45.47,465.79
3.72,5,3,1983,37.99,978.08
3.0,2,4,2005,45.2,929.66
0.34,5,2,1998,9.33,724.76
3.46,1,2,2019,34.18,507.57
1.13,1,1,2017,10.26,873.66
2.32,5,3,1979,3.87,246.96
1.62,5,1,1950,37.65,991.11
0.37,6,2,1990,11.93,802.13
2.66,4,1,1977,17.05,532.49
3.09,3,3,1980,22.45,450.25
3.48,1,4,2005,26.43,302.89
2.55,1,1,2009,42.61,96.44
0.77,5,1,1960,13.01,958.48
3.92,3,2,1965,31.73,698.07
1.8,3,4,2020,24.47,472.83
0.69,6,4,2000,6.51,557.0
1.88,5,3,1993,39.55,613.5
3.98,3,2,2013,13.57,931.87
2.66,4,4,2003,8.88,272.31
0.15,5,2,2017,22.22,382.41
4.3,1,3,1999,36.46,701.77
1.71,6,1,2002,35.11,831.0
4.86,3,1,1955,47.3,102.99
3.6,6,1,1967,16.36,537.31
1.87,1,4,1955,5.58,448.56
3.68,6,2,1952,9.17,654.1
3.23,5,4,1988,36.84,216.95
3.26,1,3,1957,24.99,995.64
3.73,5,3,1999,23.93,332.37
0.47,5,1,1987,13.02,538.92
4.37,6,4,2009,32.49,949.2
2.06,5,3,1960,15.63,970.22
4.44,5,1,1978,24.94,479.26
0.74,1,3,1987,5.96,890.96
4.6,6,3,2000,28.47,540.8
4.43,3,4,1999,32.88,637.2
0.36,1,3,1957,6.83,961.3
4.99,6,2,1996,12.41,751.99
1.44,5,4,1959,42.79,274.33
0.58,4,1,1956,44.46,295.37
3.72,2,2,2020,30.18,341.93
4.41,5,1,1984,1.87,192.71
1.72,2,4,1956,11.39,520.22
4.23,2,1,1956,33.1,515.99
2.74,3,4,1972,21.73,664.39
2.34,5,2,1950,38.9,132.84
4.4,3,4,1986,10.87,477.98
2.1,2,3,1963,36.8,249.5
1.48,4,4,2004,15.53,851.39
1.47,6,1,2003,5.44,297.68
4.62,1,4,1968,29.71,271.67
2.77,1,3,1992,29.05,558.82
3.86,6,3,2012,19.82,704.41
2.36,4,3,2011,22.88,653.74
1.85,4,4,1952,39.78,261.93
4.58,5,3,1953,23.98,75.6
0.16,4,4,2017,38.91,461.75
4.63,2,4,1952,10.59,825.46
2.35,2,4,1967,15.24,364.54
0.53,3,2,1971,38.08,299.15
4.25,1,2,2008,15.3,140.24
3.31,4,2,2021,23.13,171.18
1.29,5,3,1984,31.9,544.81
3.66,2,1,1993,14.83,348.09
3.61,5,1,1972,20.22,707.4
2.46,4,2,1961,44.92,439.17
2.62,1,1,1985,26.53,685.75
1.41,2,3,1992,11.58,95.1
1.04,1,1,2018,33.15,341.06
2.62,6,3,2007,21.0,842.66
3.0,2,3,1956,20.62,277.89
0.92,5,1,1951,18.54,790.04
2.88,2,1,1970,22.17,754.25
0.72,3,4,1950,30.56,507.27
3.56,4,1,1967,43.83,885.52
3.16,2,4,2012,47.55,906.2
3.13,3,3,1995,38.15,341.6
0.94,4,4,1977,41.87,398.79
2.55,5,1,2004,29.58,593.51
2.57,5,3,1981,8.16,633.28
4.94,2,3,1989,15.63,503.63
1.62,6,1,1966,49.06,768.22
1.46,4,4,1972,37.16,957.76
0.53,5,3,2004,35.32,24.94
3.23,5,2,1958,20.01,996.63
0.21,5,4,2006,44.14,997.62
0.47,6,4,1972,3.96,779.45
1.72,1,4,1959,8.81,761.33
4.5,3,1,1984,29.59,131.56
4.96,4,3,2015,43.36,949.87
2.9,1,3,1976,17.23,738.44
0.58,2,1,2010,8.55,427.72
4.05,5,1,2000,26.54,451.23
4.85,4,3,1969,14.8,354.05
3.16,1,2,2000,4.55,283.81
3.35,5,2,2011,7.04,925.93
3.47,3,2,1955,3.88,856.18
0.4,1,3,1955,21.46,248.21
4.19,4,2,1984,3.0,418.61
3.47,6,1,1961,24.19,104.89
1.76,3,1,2011,1.67,889.76
4.12,3,1,1954,49.94,455.41
4.43,5,3,1980,24.9,174.75
2.0,5,4,1968,39.71,186.65
4.2,4,3,1956,33.1,208.49
2.17,1,4,1991,7.24,854.13
0.76,5,1,1974,5.57,229.56
3.49,5,1,1981,43.37,767.84
0.57,1,3,1961,21.11,40.91
0.85,5,4,1961,32.05,279.48
4.05,1,2,1952,18.51,250.41
1.36,4,2,1967,12.96,946.11
2.89,6,2,1976,13.3,202.0
3.48,3,2,1992,3.51,329.5
2.9,4,3,2014,38.28,836.2
3.61,4,1,2015,20.45,839.48
1.23,5,1,1965,46.91,913.03
0.22,1,4,1963,41.93,536.05
3.84,6,2,1967,21.69,784.48
1.7,6,4,1960,8.5,218.97
2.93,3,3,2012,38.77,782.71
3.51,4,3,1953,9.13,768.74
3.6,6,2,1964,11.24,347.43
3.22,1,3,1950,41.25,222.29
3.5,4,1,1956,13.47,877.51
2.72,3,3,1956,39.63,605.71
3.23,5,2,1974,22.42,287.98
2.05,1,2,2012,35.59,873.06
3.72,6,4,2004,25.22,242.51
1.86,4,2,2005,13.34,466.53
4.49,4,2,1996,42.6,513.49
4.52,1,3,2008,47.16,935.24
1.31,4,4,2011,45.86,155.08
2.3,3,3,1954,2.68,740.95
3.63,4,4,1954,1.27,915.77
3.56,4,4,1982,8.51,131.27
2.48,2,1,1959,24.25,100.86
3.82,3,3,1968,44.34,601.46
1.68,1,1,1984,27.8,706.37
2.92,3,4,1953,23.18,525.95
2.04,4,1,2021,9.4,598.46
2.56,6,1,1994,12.73,281.2
4.67,5,3,2008,33.53,935.01
3.17,3,1,1981,47.28,906.38
3.45,1,2,1974,21.93,578.52
3.04,4,1,2005,29.94,317.19
1.11,2,4,1953,22.47,199.23
0.92,5,2,2014,29.15,997.69
3.34,4,1,1986,46.03,363.21
1.6,3,4,2003,25.3,146.69
1.02,1,4,1991,21.92,980.17
4.67,3,4,1983,42.39,134.44
0.43,3,1,2018,16.61,147.24
1.71,3,4,2009,23.97,432.51
0.21,6,4,2019,43.3,241.75
0.24,6,3,1988,20.47,541.8
1.71,2,2,1996,37.12,887.67
0.55,5,1,1963,12.22,157.16
3.92,2,3,1961,28.35,576.51
3.03,5,1,2007,23.78,300.81
1.8,2,3,1987,20.0,237.25
1.16,6,3,1965,9.35,205.12
1.64,3,1,1992,22.01,729.42
2.25,1,3,1991,22.86,84.11
3.68,2,1,2021,14.94,35.45
0.59,6,1,1961,46.7,672.27
4.16,1,3,1981,49.1,626.54
1.35,2,3,1963,20.68,949.44
0.4,3,1,1995,32.93,116.44
0.85,5,2,1968,14.93,916.16
3.81,1,4,2008,27.52,356.26
4.4,5,4,2018,7.06,228.52
4.76,5,3,1987,47.96,845.27
0.88,4,2,2009,18.92,499.62
2.95,1,4,1989,1.76,423.51
1.95,2,3,1978,23.14,139.62
1.22,5,4,1974,45.54,732.25
0.65,6,3,1979,32.58,683.86
3.53,3,4,1993,49.53,751.72
4.94,3,3,1950,42.35,634.01
1.71,1,3,2001,35.54,955.69
1.16,4,3,1950,43.78,836.54
2.63,1,3,1999,25.81,847.0
2.59,3,3,1991,40.81,479.13
1.1,6,4,1953,2.55,312.0
4.68,2,1,2000,24.64,146.25
4.58,4,2,1991,15.66,573.69
3.07,3,4,1978,22.8,274.76
4.33,1,2,1991,40.27,668.16
1.81,2,3,1986,24.74,607.59
0.32,4,4,2021,12.3,17.17
1.26,6,4,2017,27.65,244.05
4.33,6,4,1956,43.57,588.38
3.95,1,3,1989,24.34,256.86
4.3,4,4,1963,6.92,240.88
3.64,1,3,1950,28.56,531.81
4.43,4,2,1961,31.09,922.36
4.86,3,1,2015,40.47,330.41
2.03,6,4,2012,38.23,134.66
0.25,2,3,2008,23.34,134.05
1.2,3,2,1997,1.56,548.2
2.29,3,2,1972,34.42,474.38
4.08,5,1,1981,18.42,72.79
4.41,2,1,2017,1.47,839.23
1.07,1,1,1953,33.85,683.99
0.14,5,3,2008,45.84,555.87
1.8,4,2,2007,13.35,389.22
3.69,4,2,1952,49.02,319.41
2.0,4,4,1998,23.01,460.96
1.53,5,1,1974,28.61,976.3
4.18,2,2,1995,16.11,671.64
1.24,1,1,1994,29.14,824.89
4.8,6,2,1982,48.22,88.16
2.38,6,4,1986,14.38,781.77
1.71,4,1,1951,8.13,669.28
3.74,1,4,1987,19.47,289.01
2.26,6,3,1978,2.9,318.63
0.57,1,3,1951,23.99,295.47
3.54,1,3,1975,39.28,833.42
0.45,3,1,1974,39.81,30.64
0.21,1,3,2019,30.81,679.14
1.73,2,3,1988,33.57,443.25
3.93,1,4,1974,26.34,266.62
1.1,5,3,1989,12.08,599.38
4.94,1,3,2008,10.49,106.79
2.62,4,4,1973,36.6,783.79
2.3,1,1,1990,26.55,18.11
1.2,3,1,1982,35.76,370.58
2.54,2,4,2002,16.52,188.01
1.75,1,3,1989,36.4,808.22
0.39,3,1,2003,34.17,49.14
0.98,3,4,1954,16.4,846.45
3.94,4,3,2015,36.33,560.5
4.55,3,4,1956,41.84,154.72
1.12,6,4,1954,1.45,134.16
3.99,2,2,1961,8.41,613.53
4.47,5,3,2004,19.56,801.02
4.82,3,4,2000,18.25,657.5
2.74,4,2,1981,21.26,688.21
0.95,4,2,1978,41.15,402.53
2.0,6,4,1983,7.14,233.3
4.39,1,3,1990,24.68,497.94
2.21,5,4,1959,27.12,954.01
2.44,1,4,1954,27.36,681.65
1.61,6,1,1966,32.15,180.13
3.21,1,3,1986,45.79,821.22
0.7,3,1,2003,44.34,472.62
0.42,6,4,1975,46.64,348.15
3.97,2,3,1989,23.5,488.9
2.47,2,3,1994,14.36,358.18
1.2,4,4,1977,1.52,792.61
4.87,2,2,1971,44.53,628.39
2.21,6,1,1961,45.11,171.3
4.9,3,3,1974,9.06,781.01
1.6,1,3,1997,44.34,509.57
0.45,6,1,1981,12.98,382.59
0.21,5,3,1984,48.38,950.07
0.35,4,4,1993,29.49,478.09
1.8,5,1,1972,2.67,432.03
